File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page1.java,165,134,106,16,23,0,8,21,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page2_MKS.java,155,114,98,13,26,1,15,36,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page2_Synergy.java,174,134,108,9,27,0,13,31,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page3_MKS.java,163,125,104,4,24,0,14,39,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page3_Synergy.java,229,189,145,15,27,0,13,35,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page4.java,42,25,22,0,10,0,7,17,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\Page4_Synergy.java,28,15,12,0,6,0,7,17,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addProjectSource\ProjectWizard.java,140,102,82,20,29,0,9,21,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addSnapshot\Page1.java,257,191,154,14,43,0,23,62,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addSnapshot\SnapshotWizard.java,30,21,15,1,9,0,0,0,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\com\amenity\workbench\wizards\addSnapshot\SnapshotWizardCommand.java,20,15,12,1,5,0,0,0,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\META-INF\persistence.xml,28,28,0,0,0,0,0,0,0,0
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\org\eclipse\wb\swt\ResourceManager.java,415,232,182,45,3,11,180,840,10,53
C:\Users\Ben\Desktop\Arbeit\__Bachelor\amenity\New\Amenity\com.amenity.workbench\src\org\eclipse\wb\swt\SWTResourceManager.java,447,229,179,39,3,5,215,942,10,53
